"last_name, first_name","player_id","team_name_alt","pitch_type","pitch_name","run_value_per_100","run_value","pitches","pitch_usage","pa","ba","slg","woba","whiff_percent","k_percent","put_away","est_ba","est_slg","est_woba","hard_hit_percent"
"Montero, Rafael",606160,"DET","FS","Split-Finger",0.8,4,"510",46.9,"133","0.168","0.292","0.274",36.1,26.3,18.9,"0.174","0.259","0.264",28.2
"Kelly, Merrill",518876,"TEX","SI","Sinker",-3.1,-12,"380",13.4,"133","0.325","0.47","0.395",11,18,18.3,"0.279","0.43","0.346",45.7
"Littell, Zack",641793,"CIN","SI","Sinker",0.4,2,"445",16,"132","0.261","0.471","0.358",12.4,9.1,12.1,"0.283","0.447","0.351",38.3
"Kolek, Stephen",663568,"KC","SI","Sinker",0.8,3,"407",24.1,"132","0.267","0.31","0.328",13.1,9.8,15.3,"0.274","0.361","0.328",51.5
"Martinez, Nick",607259,"CIN","CH","Changeup",-0.3,-2,"510",19.8,"132","0.192","0.384","0.263",29.6,23.5,15.7,"0.191","0.315","0.237",24.2
"Bibee, Tanner",676440,"CLE","CH","Changeup",-0.8,-4,"450",15.2,"132","0.22","0.415","0.301",38.7,35.6,22.3,"0.177","0.32","0.249",23
"Bradley, Taj",671737,"MIN","FC","Cutter",0.6,3,"518",22.8,"132","0.231","0.355","0.285",31.7,18.9,21,"0.251","0.436","0.321",37.1
"Bazardo, Eduard",660825,"SEA","SI","Sinker",2.4,12,"498",40.7,"132","0.158","0.233","0.231",17.9,32.6,28.9,"0.179","0.303","0.25",40.3
"Eisert, Brandon",685126,"CWS","SL","Slider",-1.4,-6,"436",35.9,"131","0.298","0.512","0.37",28.9,22.1,21.2,"0.252","0.44","0.322",38.3
"Fluharty, Mason",689254,"TOR","FC","Cutter",1,5,"500",58.2,"131","0.182","0.282","0.285",27.9,26,22.2,"0.216","0.333","0.303",37.2
"Rodríguez, Yariel",684320,"TOR","SL","Slider",2.3,11,"478",41.3,"131","0.134","0.252","0.211",37.2,34.4,26.2,"0.175","0.299","0.244",27.6
"Misiorowski, Jacob",694819,"MIL","FF","4-Seam Fastball",0.5,3,"642",55.2,"131","0.193","0.312","0.298",32.5,34.4,23,"0.182","0.316","0.294",40.6
"Patrick, Chad",694477,"MIL","SI","Sinker",0.9,4,"475",23.6,"130","0.226","0.348","0.307",11.7,16.9,17.6,"0.241","0.367","0.311",50.5
"Walker, Taijuan",592836,"PHI","FS","Split-Finger",-1.8,-8,"463",22.5,"130","0.283","0.475","0.355",20.4,13.1,10.9,"0.295","0.435","0.339",45.2
"Woods Richardson, Simeon",680573,"MIN","SL","Slider",0.2,1,"510",27.2,"130","0.21","0.378","0.283",27.4,26.2,17.6,"0.194","0.351","0.265",36
"Suter, Brent",608718,"CIN","FF","4-Seam Fastball",0.4,2,"471",42.2,"130","0.271","0.466","0.369",18.3,17.7,15.1,"0.26","0.455","0.338",38.5
"Abreu, Bryan",650556,"HOU","FF","4-Seam Fastball",0.8,5,"594",50,"129","0.196","0.259","0.265",36.4,33.3,26.7,"0.215","0.338","0.298",49.3
"Bibee, Tanner",676440,"CLE","FC","Cutter",0.7,4,"620",20.9,"129","0.22","0.424","0.323",29.9,16.3,17.2,"0.216","0.376","0.29",37.1
"Fairbanks, Pete",664126,"TB","FF","4-Seam Fastball",0.7,4,"504",51.1,"129","0.221","0.319","0.326",21.9,17.8,15.9,"0.247","0.342","0.307",48.4
"Vodnik, Victor",680767,"COL","FF","4-Seam Fastball",-0.3,-2,"515",56,"129","0.283","0.442","0.377",17.1,15.5,14.9,"0.275","0.476","0.367",54.8
"Warren, Will",701542,"NYY","ST","Sweeper",-1.7,-10,"578",20.6,"129","0.336","0.569","0.421",33,24,19.3,"0.295","0.47","0.362",41.4
"Martinez, Nick",607259,"CIN","SI","Sinker",0.5,2,"440",17.1,"128","0.248","0.425","0.331",13,14.8,18.1,"0.242","0.332","0.285",29.6
"Beeks, Jalen",656222,"AZ","FF","4-Seam Fastball",0.2,1,"480",52.4,"128","0.272","0.465","0.364",21.3,16.4,18.6,"0.281","0.481","0.366",49.5
"Uceta, Edwin",670955,"TB","FF","4-Seam Fastball",0.6,3,"493",40.6,"128","0.155","0.355","0.277",38.7,41.4,30.8,"0.151","0.325","0.267",36.2
"López, Pablo",641154,"MIN","FF","4-Seam Fastball",1.5,8,"518",41.2,"128","0.274","0.35","0.317",22.3,18.8,17.6,"0.305","0.441","0.354",44.1
"Romano, Jordan",605447,"PHI","SL","Slider",-0.2,-1,"443",63.2,"128","0.263","0.483","0.336",29.5,25.8,23.7,"0.204","0.377","0.276",37.9
"Kerkering, Orion",689147,"PHI","ST","Sweeper",-0.4,-2,"515",48,"128","0.235","0.387","0.305",23.6,21.9,18.3,"0.233","0.378","0.284",26.9
"Castillo, Luis",622491,"SEA","SL","Slider",0.1,1,"609",20.4,"128","0.23","0.336","0.268",36.5,34.4,20.1,"0.235","0.36","0.275",41.8
"Márquez, Germán",608566,"COL","SI","Sinker",-1.2,-5,"413",19.8,"128","0.35","0.545","0.404",4.3,0,0,"0.33","0.504","0.371",49.6
"Cruz, Fernando",518585,"NYY","FS","Split-Finger",1.3,6,"479",60.5,"128","0.178","0.28","0.243",56.6,49.2,35.2,"0.152","0.247","0.212",38.2
"Gil, Luis",661563,"NYY","FF","4-Seam Fastball",0.3,2,"491",50.6,"128","0.25","0.393","0.331",18.8,14.1,15.5,"0.287","0.462","0.362",49.5
"Finnegan, Kyle",640448,"DET","FF","4-Seam Fastball",1.1,5,"493",58.3,"128","0.232","0.384","0.318",15.8,18,17.6,"0.248","0.385","0.319",46.7
"Cantillo, Joey",676282,"CLE","CH","Changeup",0.8,4,"500",30.5,"127","0.165","0.27","0.243",49.4,36.2,28.4,"0.169","0.224","0.215",21.4
"Bibee, Tanner",676440,"CLE","ST","Sweeper",1,5,"470",15.8,"127","0.168","0.292","0.264",30.8,26.8,17.2,"0.191","0.338","0.274",30
"Baker, Bryan",641329,"TB","FF","4-Seam Fastball",0.2,1,"520",47.2,"127","0.272","0.482","0.364",27.8,30.7,24.5,"0.26","0.506","0.359",61.8
"Kirby, George",669923,"SEA","SL","Slider",1,6,"571",27.4,"127","0.258","0.35","0.263",31.2,26,18.2,"0.238","0.369","0.269",43.5
"Keller, Mitch",656605,"PIT","SL","Slider",-0.8,-3,"400",13.9,"126","0.278","0.452","0.354",27.1,18.3,17.3,"0.269","0.407","0.326",43.5
"Little, Brendon",663893,"TOR","SI","Sinker",-0.2,-1,"565",45.6,"126","0.248","0.366","0.397",31.6,9.5,20.3,"0.271","0.388","0.367",49.4
"Yamamoto, Yoshinobu",808967,"LAD","CU","Curveball",1,5,"491",17.6,"126","0.195","0.257","0.256",36.7,28.6,25.2,"0.218","0.31","0.276",31.2
"Nola, Aaron",605400,"PHI","CU","Curveball",-0.6,-3,"457",29.1,"126","0.274","0.462","0.349",39.1,34.1,25.4,"0.243","0.37","0.294",36.5
"Varland, Louis",686973,"TOR","CU","Curveball",0.7,3,"400",37.5,"126","0.21","0.328","0.261",38.8,35.7,27.6,"0.214","0.285","0.239",35.1
"Quantrill, Cal",615698,"ATL","FC","Cutter",0.5,2,"435",21.7,"126","0.284","0.56","0.386",21.5,19.8,23.8,"0.299","0.583","0.399",51.6
"Vásquez, Randy",681190,"SD","SI","Sinker",2.8,11,"412",19.2,"126","0.217","0.27","0.257",7.5,8.7,14.1,"0.288","0.473","0.356",49
"Maton, Phil",664208,"TEX","CU","Curveball",2.5,10,"385",38.2,"125","0.136","0.227","0.209",41.6,42.4,29.8,"0.156","0.205","0.216",15.3
"Peralta, Freddy",642547,"MIL","CU","Curveball",1,5,"489",15.8,"125","0.183","0.283","0.228",34.5,41.6,22.1,"0.161","0.21","0.183",19.1
"Bellozo, Valente",678368,"MIA","FC","Cutter",-0.2,-1,"463",35,"125","0.324","0.505","0.402",17.8,11.2,16.7,"0.291","0.507","0.371",46.5
"Cabrera, Edward",665795,"MIA","SI","Sinker",-1.2,-6,"465",20.6,"125","0.373","0.609","0.45",9.6,3.2,7,"0.364","0.609","0.45",48.1
"Megill, Tylor",656731,"NYM","FF","4-Seam Fastball",0.8,4,"521",42.2,"125","0.226","0.377","0.32",29.6,35.2,27.3,"0.223","0.376","0.332",50.8
"Soroka, Michael",647336,"CHC","SV","Slurve",1.3,7,"531",34.8,"125","0.118","0.245","0.212",38.3,44,28.5,"0.132","0.204","0.208",28.6
"Miller, Mason",695243,"SD","FF","4-Seam Fastball",0.2,1,"507",52.2,"125","0.163","0.388","0.331",37.5,38.4,27.7,"0.171","0.361","0.325",49.1
"Crochet, Garrett",676979,"BOS","SI","Sinker",3,15,"498",15.8,"124","0.226","0.287","0.267",19.8,15.3,25.7,"0.272","0.382","0.313",34.4
"Lugo, Seth",607625,"KC","CU","Curveball",0.4,2,"548",23,"124","0.214","0.325","0.259",25.8,29,19.6,"0.238","0.358","0.28",44.4
"Zerpa, Angel",672582,"KC","SI","Sinker",0.6,3,"490",44.6,"124","0.305","0.419","0.369",8.9,16.9,14.8,"0.241","0.334","0.309",43
"Valdez, Framber",664285,"HOU","CH","Changeup",-0.6,-3,"527",18.2,"124","0.22","0.407","0.306",29.5,23.4,21.3,"0.205","0.343","0.262",44.9
"Herget, Jimmy",623474,"COL","CU","Curveball",-0.1,0,"398",31.1,"123","0.216","0.333","0.278",33.6,29.3,20.3,"0.16","0.251","0.216",31.2
"Alexander, Jason",669920,"HOU","CH","Changeup",-0.9,-4,"410",32.7,"123","0.193","0.456","0.302",41.7,36.6,24.7,"0.175","0.336","0.249",35.7
"Detmers, Reid",672282,"LAA","FF","4-Seam Fastball",1.5,7,"478",44.1,"123","0.231","0.324","0.292",31.2,34.1,26.3,"0.216","0.335","0.297",41.8
"Mears, Nick",683232,"MIL","FF","4-Seam Fastball",-0.1,0,"452",53.5,"123","0.269","0.417","0.323",14.6,13.8,11.6,"0.319","0.525","0.374",49.5
"Bido, Osvaldo",674370,"ATH","FF","4-Seam Fastball",-1.8,-9,"515",37.4,"123","0.303","0.545","0.409",22.2,15.4,11.9,"0.288","0.567","0.42",51.8
"Svanson, Matt",694335,"STL","SI","Sinker",2.4,11,"457",47.4,"123","0.157","0.25","0.237",19.2,26,21.5,"0.215","0.349","0.288",33.3
"Ferguson, Tyler",621053,"ATH","FF","4-Seam Fastball",-0.1,0,"380",38.4,"123","0.219","0.406","0.34",22.9,21.1,20.3,"0.214","0.396","0.336",33.8
"Lugo, Seth",607625,"KC","FF","4-Seam Fastball",-0.4,-2,"504",21.2,"123","0.234","0.486","0.359",14.8,14.6,13.6,"0.262","0.527","0.377",47.8
"Bivens, Spencer",702352,"SF","SI","Sinker",0.1,0,"486",37.6,"123","0.291","0.4","0.354",7.5,16.3,19.4,"0.252","0.378","0.317",37.8
"Canning, Griffin",656288,"NYM","SL","Slider",-0.3,-1,"423",31.5,"123","0.277","0.42","0.346",33.5,22,18.4,"0.265","0.437","0.336",44.7
"Walker, Taijuan",592836,"PHI","SI","Sinker",0.5,2,"417",20.2,"122","0.231","0.343","0.307",10.9,18,18.8,"0.247","0.368","0.314",38.4
"Lorenzen, Michael",547179,"KC","FF","4-Seam Fastball",-1,-5,"507",21.9,"122","0.27","0.505","0.356",16.5,22.1,18,"0.265","0.538","0.37",52.9
"Meyer, Max",676974,"MIA","SL","Slider",0.5,2,"365",35.1,"122","0.209","0.382","0.284",42.4,41.8,32.3,"0.22","0.377","0.3",55.7
"Bednar, David",670280,"NYY","FF","4-Seam Fastball",0.4,2,"451",44,"122","0.229","0.413","0.307",22.2,26.2,20.6,"0.25","0.484","0.347",51.3
"Cabrera, Edward",665795,"MIA","CU","Curveball",1.3,7,"531",23.6,"122","0.142","0.245","0.23",45.2,44.3,26.6,"0.128","0.194","0.206",40.7
"Kelly, Merrill",518876,"TEX","FC","Cutter",1.7,10,"582",20.5,"122","0.181","0.371","0.262",16.8,23,26.9,"0.248","0.493","0.332",45.5
"Helsley, Ryan",664854,"NYM","FF","4-Seam Fastball",-3.4,-15,"445",45.5,"121","0.422","0.667","0.506",17.8,14.9,15.5,"0.316","0.509","0.405",52.9
"Keller, Mitch",656605,"PIT","SI","Sinker",0.8,4,"450",15.7,"121","0.248","0.385","0.319",12.3,14,18.1,"0.248","0.365","0.301",51.6
"Casparius, Ben",676508,"LAD","ST","Sweeper",0.1,1,"406",32.2,"121","0.248","0.376","0.287",25.9,26.4,18.2,"0.229","0.354","0.262",29.1
"Jackson, Luke",592426,"SEA","SL","Slider",0.1,0,"387",49.5,"121","0.248","0.362","0.326",26.1,19,19,"0.238","0.368","0.312",46.4
"Burnes, Corbin",669203,"AZ","FC","Cutter",0.4,2,"554",54.9,"121","0.257","0.446","0.367",21.7,14,14.9,"0.26","0.397","0.346",43.5
"Duran, Jhoan",661395,"PHI","FS","Split-Finger",2.9,12,"429",40,"121","0.237","0.298","0.256",23.2,12.4,19.5,"0.233","0.334","0.266",43
"Ashcraft, Graham",668933,"CIN","SL","Slider",1.5,7,"477",45.9,"120","0.197","0.274","0.228",41.8,39.2,26.6,"0.168","0.215","0.175",28.2
"Megill, Trevor",656730,"MIL","FF","4-Seam Fastball",0.3,1,"456",60.6,"120","0.264","0.406","0.332",20.6,25.8,21.4,"0.258","0.44","0.336",42.9
"Montero, Keider",672456,"DET","FF","4-Seam Fastball",-0.3,-2,"453",30.8,"120","0.295","0.41","0.356",14.2,17.5,16.8,"0.296","0.49","0.381",38.1
"Mahle, Tyler",641816,"TEX","FS","Split-Finger",1.4,5,"383",27.7,"120","0.196","0.295","0.246",24,20.8,18.8,"0.251","0.396","0.305",29.5
"Priester, Quinn",682990,"MIL","FC","Cutter",-0.3,-2,"504",20.4,"120","0.28","0.43","0.348",22.2,24.2,18.5,"0.243","0.365","0.309",39.7
"Jax, Griffin",643377,"TB","ST","Sweeper",0.9,5,"478",43.7,"120","0.223","0.295","0.273",46.5,49.2,32.4,"0.196","0.295","0.244",39.6
"Rogers, Trevor",669432,"BAL","CH","Changeup",1.7,7,"406",25,"120","0.202","0.272","0.235",26.9,16.7,14.8,"0.263","0.392","0.298",50.5
"Fried, Max",608331,"NYY","CU","Curveball",0.5,3,"537",17.3,"120","0.19","0.293","0.234",42,40.8,24.7,"0.204","0.322","0.236",35.3
"Whitlock, Garrett",676477,"BOS","SI","Sinker",1.7,10,"556",47.1,"120","0.212","0.279","0.28",31.1,29.2,21.1,"0.208","0.345","0.291",42.9
"Bazardo, Eduard",660825,"SEA","SL","Slider",1.6,8,"524",42.8,"120","0.177","0.292","0.218",21.4,18.3,13.5,"0.228","0.368","0.285",29
"Holmes, Clay",605280,"NYM","ST","Sweeper",-0.7,-4,"527",19.1,"120","0.216","0.324","0.298",25.4,25.8,18.5,"0.211","0.315","0.262",30
"Ober, Bailey",641927,"MIN","SL","Slider",-1.9,-8,"415",17.6,"119","0.321","0.606","0.431",21.3,12.6,14.3,"0.281","0.499","0.36",43.2
"Akin, Keegan",669211,"BAL","FF","4-Seam Fastball",-0.9,-5,"543",51.3,"119","0.323","0.566","0.433",25.2,19.3,13.6,"0.306","0.551","0.42",53.9
"Varland, Louis",686973,"TOR","FF","4-Seam Fastball",0.5,2,"473",44.4,"119","0.263","0.364","0.335",17.9,21.8,22.6,"0.281","0.427","0.359",51.3
"Legumina, Casey",668984,"SEA","FF","4-Seam Fastball",0.5,2,"485",56.3,"119","0.21","0.33","0.297",28.1,29.4,20.6,"0.21","0.353","0.305",43.3
"Peralta, Wandy",593974,"SD","CH","Changeup",0.3,1,"393",34.5,"119","0.216","0.333","0.274",36.9,26.9,25.2,"0.22","0.341","0.268",30
"Morton, Charlie",450203,"ATL","SI","Sinker",-1.7,-7,"385",15.1,"118","0.294","0.49","0.419",14.1,15.3,29,"0.282","0.44","0.362",56
"Ragans, Cole",666142,"KC","FF","4-Seam Fastball",0.2,1,"534",49.5,"118","0.225","0.422","0.317",28.6,33.9,23.1,"0.191","0.381","0.289",41.5
"Burrows, Mike",681347,"PIT","CH","Changeup",2.4,9,"365",23.7,"118","0.147","0.22","0.2",43.1,42.4,31.4,"0.167","0.254","0.221",33.9
"Bachar, Lake",669199,"MIA","FF","4-Seam Fastball",0.2,1,"425",37.2,"118","0.227","0.515","0.37",25.2,23.7,27.7,"0.241","0.543","0.388",53.5
"Fried, Max",608331,"NYY","FF","4-Seam Fastball",0,0,"387",12.4,"118","0.211","0.349","0.29",25.1,34.7,19.7,"0.208","0.368","0.28",39.7
"Bello, Brayan",678394,"BOS","ST","Sweeper",-0.3,-2,"513",19,"117","0.202","0.356","0.283",26.6,29.1,17.4,"0.257","0.492","0.34",37.8
"Sugano, Tomoyuki",608372,"BAL","FF","4-Seam Fastball",-0.9,-4,"489",19.1,"117","0.276","0.571","0.399",14.5,20.5,16.3,"0.3","0.618","0.419",49.4
"Brazobán, Huascar",623211,"NYM","CH","Changeup",-1.1,-4,"385",38.1,"117","0.235","0.402","0.331",31.2,29.9,20.1,"0.213","0.359","0.299",36.8
"Wentz, Joey",666214,"ATL","SL","Slider",-0.5,-2,"480",26.4,"117","0.283","0.443","0.337",29.4,23.9,17.4,"0.252","0.429","0.318",45
"Quintana, Jose",500779,"MIL","CH","Changeup",-0.4,-2,"480",22.1,"116","0.274","0.354","0.287",20.3,11.2,10.2,"0.283","0.423","0.314",34
"Williams, Devin",642207,"NYY","FF","4-Seam Fastball",0.5,2,"528",47.4,"116","0.204","0.296","0.291",37.7,38.8,28,"0.176","0.268","0.269",45.3
"Banda, Anthony",607455,"LAD","SL","Slider",0.9,5,"524",49.2,"116","0.144","0.269","0.225",37.9,31.9,21.1,"0.167","0.309","0.247",35.3
"Matthews, Zebby",805673,"MIN","FF","4-Seam Fastball",-0.6,-3,"532",39.3,"116","0.34","0.547","0.398",22.2,24.1,18.8,"0.301","0.519","0.375",48.1
"Helsley, Ryan",664854,"NYM","SL","Slider",2.5,12,"464",47.4,"115","0.14","0.206","0.179",41.6,37.4,24.9,"0.16","0.228","0.188",26.9
"Burke, Sean",680732,"CWS","CU","Curveball",0.5,3,"563",23.7,"115","0.21","0.343","0.306",27.1,28.7,19.5,"0.259","0.429","0.334",45.8
"Rogers, Taylor",573124,"CHC","SI","Sinker",-2.4,-10,"438",49,"115","0.326","0.537","0.426",10.2,14.8,12.1,"0.321","0.567","0.418",53.7
"Sugano, Tomoyuki",608372,"BAL","SI","Sinker",0.1,0,"408",15.9,"115","0.313","0.495","0.387",9.1,9.6,11.5,"0.301","0.558","0.403",47.3
"Cameron, Noah",702070,"KC","CU","Curveball",2.2,9,"418",19.3,"115","0.153","0.189","0.177",30.4,37.4,24.6,"0.178","0.239","0.199",33.8
"Lorenzen, Michael",547179,"KC","CH","Changeup",0.6,2,"401",17.3,"115","0.178","0.297","0.257",42.4,30.4,21.6,"0.17","0.261","0.242",20.9
"Speier, Gabe",642100,"SEA","FF","4-Seam Fastball",2.1,9,"412",44.7,"115","0.164","0.309","0.216",33.3,43.5,28.4,"0.181","0.339","0.237",52.5
"Quantrill, Cal",615698,"ATL","FS","Split-Finger",-1.9,-8,"420",21,"115","0.268","0.455","0.324",23.9,18.3,11.5,"0.275","0.422","0.31",41.8
"Cecconi, Slade",677944,"CLE","SL","Slider",-0.7,-3,"384",18.6,"115","0.229","0.44","0.296",35.4,26.1,24,"0.212","0.417","0.282",43.2
"Sousa, Bennett",656986,"HOU","SL","Slider",2.1,9,"423",58.1,"115","0.147","0.275","0.205",49.8,44.3,34.2,"0.133","0.25","0.19",39.7
"García, Luis",472610,"LAA","SI","Sinker",0.1,1,"382",42.6,"115","0.343","0.49","0.397",13.8,10.4,16.9,"0.31","0.455","0.364",52.2
"Schmidt, Clarke",657376,"NYY","FC","Cutter",0.8,4,"496",40.5,"115","0.245","0.429","0.338",23.8,14.8,14.3,"0.225","0.371","0.31",36.1
"Hader, Josh",623352,"HOU","SI","Sinker",0.7,3,"459",54.2,"114","0.163","0.429","0.298",30.6,29.8,21.8,"0.156","0.316","0.26",36.4
"Lorenzen, Michael",547179,"KC","SI","Sinker",-0.5,-2,"422",18.2,"114","0.274","0.519","0.364",10.9,20.2,21.1,"0.273","0.441","0.334",43.4
"Rutledge, Jackson",671131,"WSH","SI","Sinker",-1.4,-6,"423",31.6,"114","0.357","0.582","0.431",11,7.9,11.5,"0.307","0.498","0.378",59.1
"Sánchez, Cristopher",650911,"PHI","SL","Slider",0.1,0,"481",16.6,"114","0.252","0.477","0.323",33.6,22.8,19.4,"0.243","0.447","0.309",32.5
"Keller, Brad",641745,"CHC","FF","4-Seam Fastball",1.8,9,"474",42.6,"114","0.208","0.292","0.294",17.4,21.1,20.5,"0.221","0.353","0.317",36.1
"Young, Brandon",687064,"BAL","FF","4-Seam Fastball",0.4,2,"411",43.8,"114","0.277","0.396","0.323",18.8,17.5,18.7,"0.237","0.387","0.3",42.9
"Bido, Osvaldo",674370,"ATH","SL","Slider",-0.6,-3,"411",29.8,"114","0.252","0.553","0.36",34.1,30.7,22,"0.23","0.503","0.336",45.7
"Ortiz, Luis L.",682847,"CLE","FF","4-Seam Fastball",-0.3,-1,"441",29.4,"114","0.242","0.4","0.354",32.3,31.6,25.4,"0.229","0.425","0.347",50.8
"Heaney, Andrew",571760,"LAD","CH","Changeup",0,0,"361",17.3,"113","0.212","0.337","0.261",19.3,12.4,13.7,"0.276","0.411","0.314",34.4
"Milner, Hoby",571948,"TEX","SI","Sinker",0.4,2,"380",32.8,"113","0.288","0.404","0.349",9.8,15,16.3,"0.286","0.438","0.341",40.2
"Morales, Luis",806960,"ATH","FF","4-Seam Fastball",-0.2,-1,"430",52.4,"113","0.278","0.454","0.362",15.3,16.8,17.8,"0.288","0.5","0.382",51.9
"Skenes, Paul",694973,"PIT","ST","Sweeper",1.9,9,"476",15.9,"113","0.15","0.215","0.195",32.9,30.1,20.6,"0.17","0.249","0.209",19.2
"Webb, Jacob",657097,"TEX","FF","4-Seam Fastball",1.7,7,"435",44.5,"113","0.186","0.289","0.281",22.8,23,19.4,"0.204","0.33","0.291",43.1
"Matthews, Zebby",805673,"MIN","SL","Slider",0.2,1,"339",25.1,"113","0.15","0.252","0.216",38.5,44.2,24.3,"0.186","0.326","0.245",31
"Buehler, Walker",621111,"PHI","FF","4-Seam Fastball",-1.6,-9,"554",25.3,"113","0.277","0.553","0.403",15,12.4,10.4,"0.305","0.632","0.442",54.3
"Ashcraft, Braxton",677952,"PIT","SL","Slider",1.1,4,"344",31.2,"112","0.225","0.333","0.278",32.4,26.8,23.6,"0.214","0.292","0.255",30.1
"Topa, Justin",623437,"MIN","SI","Sinker",-0.1,0,"349",35.6,"112","0.32","0.43","0.355",6.7,8,12,"0.318","0.42","0.355",45.7
"Bassitt, Chris",605135,"TOR","CU","Curveball",1.2,5,"460",16.3,"112","0.17","0.29","0.244",31.4,25,18.8,"0.18","0.256","0.24",17.8
"Pfaadt, Brandon",694297,"AZ","CH","Changeup",-0.4,-2,"459",15.7,"112","0.278","0.435","0.321",28,12.5,11.7,"0.293","0.465","0.338",34
"Lord, Brad",695418,"WSH","SI","Sinker",1.5,6,"384",18.1,"112","0.255","0.321","0.271",9.7,8.9,13.7,"0.301","0.391","0.313",43.4
"Williams, Gavin",668909,"CLE","FC","Cutter",0.4,2,"410",14,"112","0.233","0.433","0.381",18.1,6.3,10,"0.268","0.43","0.377",49.4
"Cano, Yennier",666974,"BAL","SI","Sinker",1.4,6,"454",46,"112","0.234","0.309","0.307",20.2,15.2,19.8,"0.214","0.313","0.291",40
"Berríos, José",621244,"TOR","FF","4-Seam Fastball",-0.7,-3,"478",18.5,"112","0.305","0.474","0.397",14.9,13.4,11.2,"0.263","0.465","0.367",46.3
"McGreevy, Michael",700241,"STL","SI","Sinker",2.8,9,"318",21.7,"112","0.245","0.33","0.287",7.5,8,16.7,"0.256","0.34","0.278",39.8
"Palmquist, Carson",687223,"COL","FF","4-Seam Fastball",-3.1,-12,"370",52.5,"111","0.382","0.719","0.493",14,13.5,16.5,"0.313","0.601","0.435",51.9
"Senzatela, Antonio",622608,"COL","SL","Slider",-1.3,-6,"446",19.5,"111","0.33","0.583","0.393",26,12.6,12.4,"0.303","0.546","0.367",38.7
"Alcantara, Sandy",645261,"MIA","CU","Curveball",-1.4,-7,"521",18,"111","0.262","0.514","0.34",24.8,26.1,18,"0.26","0.493","0.332",41
"Buehler, Walker",621111,"PHI","SI","Sinker",1.8,6,"359",16.4,"111","0.202","0.225","0.299",7.4,20.7,24.5,"0.264","0.351","0.352",47
"Lopez, Jacob",682052,"ATH","FF","4-Seam Fastball",-0.2,-1,"615",36.9,"111","0.22","0.44","0.351",28.6,37.8,22.5,"0.179","0.382","0.315",34
"Phillips, Tyler",663969,"MIA","SI","Sinker",1.4,5,"352",31.6,"111","0.284","0.402","0.331",11.3,7.2,16.7,"0.258","0.378","0.308",48.9
"Junis, Jakob",596001,"CLE","SL","Slider",0.7,3,"459",44.5,"110","0.238","0.362","0.273",31.4,28.2,20.3,"0.223","0.355","0.264",33.3
"Brash, Matt",666374,"SEA","SL","Slider",1,5,"498",60.6,"110","0.224","0.286","0.272",36,31.8,25.7,"0.201","0.275","0.246",22.7
"Kolek, Stephen",663568,"KC","FF","4-Seam Fastball",0.6,3,"432",25.6,"110","0.2","0.389","0.297",15.4,22.7,16.8,"0.248","0.462","0.35",51.4
"Rodríguez, Randy",678495,"SF","SL","Slider",1,4,"360",44.6,"110","0.206","0.333","0.282",33.5,33.6,28.7,"0.196","0.322","0.256",35.4
"Díaz, Edwin",621242,"NYM","FF","4-Seam Fastball",1.6,9,"561",52.6,"110","0.133","0.2","0.224",39.4,35.5,25.3,"0.181","0.293","0.283",45.5
"Burke, Brock",656271,"LAA","FF","4-Seam Fastball",0.5,2,"431",42.5,"109","0.271","0.417","0.331",20.6,22.9,15.7,"0.267","0.436","0.337",45.9
"Weissert, Greg",669711,"BOS","FF","4-Seam Fastball",1.5,5,"357",33.4,"109","0.19","0.33","0.269",22,24.8,19.9,"0.163","0.33","0.248",39.7
"Bello, Brayan",678394,"BOS","CH","Changeup",-0.3,-1,"410",15.2,"109","0.219","0.324","0.252",32.8,20.2,17.2,"0.282","0.391","0.305",27.7
"Whitlock, Garrett",676477,"BOS","SL","Slider",2.1,8,"365",30.9,"109","0.162","0.192","0.208",35.9,38.5,27.3,"0.186","0.278","0.239",29.3
"Horton, Cade",690990,"CHC","ST","Sweeper",0.6,2,"374",20.9,"109","0.176","0.353","0.27",36.8,24.8,17.2,"0.166","0.305","0.231",34.7
"Cameron, Noah",702070,"KC","FC","Cutter",-0.8,-4,"466",21.5,"109","0.283","0.489","0.384",22.7,5.5,10.5,"0.301","0.494","0.394",29.9
"Miller, Shelby",571946,"MIL","FF","4-Seam Fastball",1.9,8,"438",62.1,"109","0.235","0.296","0.261",26.1,27.5,26.1,"0.234","0.357","0.282",45.1
"Holmes, Clay",605280,"NYM","CH","Changeup",0.5,2,"432",15.6,"108","0.204","0.233","0.234",29.9,27.8,15.1,"0.225","0.318","0.255",30.1
"Boyd, Matthew",571510,"CHC","SL","Slider",-0.1,0,"408",14.9,"108","0.208","0.292","0.269",34.9,35.2,19.2,"0.213","0.264","0.253",30
"Pivetta, Nick",601713,"SD","ST","Sweeper",1.7,8,"481",16.9,"108","0.157","0.225","0.208",37.4,34.3,22.7,"0.163","0.257","0.204",24.2
"Suárez, Ranger",624133,"PHI","CU","Curveball",1.8,7,"393",16.2,"108","0.192","0.273","0.241",24.5,25,17.9,"0.164","0.218","0.205",17.8
"Alcala, Jorge",660896,"STL","FF","4-Seam Fastball",-0.6,-3,"486",45.9,"108","0.247","0.573","0.391",29.2,22.2,16.4,"0.209","0.425","0.331",44.8
